en	phntc	id	ati
diligence	dilidʒəns	1617	@d-ei@l-ei@d-@r-en@s-
dilute	dai@lju:t	1618	@d-ai@l-@y-u@t-
dim	dim	1619	@d-ei@-
dimension	di@menʃən	1620	@d-ei@-@sh-en
diminution	dimi@nju:ʃən	1621	@d-ei@-@y-u@sh-en
dimple	dimpl	1622	@d-ei@-@p-@l-
din	din	1623	@d-
dingy	dindʒi	1624	@d-@d-@r-ei
diplomatic	diplə@mætik	1625	@d-ei@p-@l-a@-e@t-ei@k-
dire	daiə	1626	@d-ai@-a
dirge	də:dʒ	1627	@d-a@d-@r-
disabuse	disə@bju:z	1628	@d-ei@s-a@b-@y-u@z-
disaffect	disə@fekt	1629	@d-ei@s-a@f-e@k-@t-
disagreeable	disə@ɡriəbl	1630	@d-ei@s-a@-@rw-ei@b-@l-
disarm	dis@ɑ:m	1631	@d-ei@s-a@-
disarray	disə@rei	1632	@d-ei@s-a@rw-ei
disaster	di@zɑ:stə	1633	@d-ei@z-a@s-@t-a
disbar	dis@bɑ:	1634	@d-ei@s-@b-a
disburse	dis@bə:s	1635	@d-ei@s-@b-a@s-
discard	dis@kɑ:d	1636	@d-ei@s-@k-a@d-
discern	di@sə:n	1637	@d-ei@s-
discernible	di@sə:nəbl	1638	@d-ei@s-@-a@b-@l-
discerning	di@sə:niŋ	1639	@d-ei@s-@-ei@ng-
discharge	dis@tʃɑ:dʒ	1640	@d-ei@s-@t-@sh-a@d-@r-
disciple	di@saipl	1641	@d-ei@s-ai@p-@l-
discipline	disiplin	1642	@d-ei@s-ei@p-@l-
disclaim	dis@kleim	1643	@d-ei@s-@k-@l-ei@-
disclose	dis@kləuz	1644	@d-ei@s-@k-@l-eu@z-
discography	dis@kɔɡrəfi	1645	@d-ei@s-@k-eo@-@rw-a@f-ei
discombobulate	diskʌm@bɔbjuleit	1646	@d-ei@s-@k-a@-@b-eo@b-@y-u@l-ei@t-
discombobulated	diskʌm@bɔbjuleitid	1647	@d-ei@s-@k-a@-@b-eo@b-@y-u@l-ei@t-ei@d-
discomfit	dis@kʌmfit	1648	@d-ei@s-@k-a@-@f-ei@t-
discomfited	dis@kʌmfitid	1649	@d-ei@s-@k-a@-@f-ei@t-ei@d-
discomfiture	dis@kʌmfitʃə	1650	@d-ei@s-@k-a@-@f-ei@t-@sh-a
discompose	diskəm@pəuz	1651	@d-ei@s-@k-a@-@p-eu@z-
disconcert	diskən@sə:t	1652	@d-ei@s-@k-en@s-a@t-
discord	diskɔ:d	1653	@d-ei@s-@k-eo@d-
discount	diskaunt	1654	@d-ei@s-@k-@t-
discourse	dis@kɔ:s	1655	@d-ei@s-@k-eo@s-
discredit	dis@kredit	1656	@d-ei@s-@k-@rw-e@d-ei@t-
discreet	dis@kri:t	1657	@d-ei@s-@k-@rw-ei@t-
discrepancy	dis@krepənsi	1658	@d-ei@s-@k-@rw-e@p-en@s-ei
discrete	dis@kri:t	1659	@d-ei@s-@k-@rw-ei@t-
discretion	dis@kreʃən	1660	@d-ei@s-@k-@rw-e@sh-en
discretionary	dis@kreʃənəri	1661	@d-ei@s-@k-@rw-e@sh-en@-a@rw-ei
discriminate	dis@krimineit	1662	@d-ei@s-@k-@rw-ei@-@-ei@t-
discriminatory	di@skriminətəri	1663	@d-ei@s-@k-@rw-ei@-@-a@t-a@rw-ei
discursive	dis@kə:siv	1664	@d-ei@s-@k-a@s-ei@v-
disdain	dis@dein	1665	@d-ei@s-@d-
disembodied	disim@bɔdid	1666	@d-ei@s-ei@-@b-eo@d-ei@d-
disenchant	disin@tʃɑ:nt	1667	@d-ei@s-@t-@sh-@t-
disengage	disin@ɡeidʒ	1668	@d-ei@s-@-ei@d-@r-
disentangle	disin@tæŋɡl	1669	@d-ei@s-@t-e@ng-@-@l-
disfigure	dis@fiɡə	1670	@d-ei@s-@f-ei@-a
disgorge	dis@ɡɔ:dʒ	1671	@d-ei@s-@-eo@d-@r-
disgruntle	dis@ɡrʌntl	1672	@d-ei@s-@-@rw-@t-@l-
disguise	dis@ɡaiz	1673	@d-ei@s-@-ai@z-
disgust	dis@ɡʌst	1674	@d-ei@s-@-a@s-@t-
disillusion	disi@lu:ʒən	1675	@d-ei@s-ei@l-u@r-en
disinfect	disin@fekt	1676	@d-ei@s-@f-e@k-@t-
disinfectant	disin@fekt(ə)nt	1677	@d-ei@s-@f-e@k-@t-@-a@-@t-
disinter	disin@tə:	1678	@d-ei@s-@t-a
disinterested	dis@intristid	1679	@d-ei@s-@t-@rw-ei@s-@t-ei@d-
disjunction	dis@dʒʌŋkʃən	1680	@d-ei@s-@d-@r-a@ng-@k-@sh-en
disjunctive	dis@dʒʌŋktiv	1681	@d-ei@s-@d-@r-a@ng-@k-@t-ei@v-
dislocate	disləkeit	1682	@d-ei@s-@l-a@k-ei@t-
dislodge	dis@lɔdʒ	1683	@d-ei@s-@l-eo@d-@r-
dismal	dizməl	1684	@d-ei@z-@-a@l-
dismantle	dis@mæntl	1685	@d-ei@s-@-e@t-@l-
dismay	dis@mei	1686	@d-ei@s-@-ei
disparage	dis@pæridʒ	1687	@d-ei@s-@p-e@rw-ei@d-@r-
disparate	dispərit	1688	@d-ei@s-@p-a@rw-ei@t-
disparity	dis@pæriti	1689	@d-ei@s-@p-e@rw-ei@t-ei
dispassionate	dis@pæʃənit	1690	@d-ei@s-@p-e@sh-en@-ei@t-
dispatch	dis@pætʃ	1691	@d-ei@s-@p-e@t-@sh-
dispel	dis@pel	1692	@d-ei@s-@p-e@l-
dispensable	dis@pensəbl	1693	@d-ei@s-@p-@s-a@b-@l-
dispense	dis@pens	1694	@d-ei@s-@p-@s-
disperse	dis@pə:s	1695	@d-ei@s-@p-a@s-
displace	dis@pleis	1696	@d-ei@s-@p-@l-ei@s-
disposable	dis@pəuzəbl	1697	@d-ei@s-@p-eu@z-a@b-@l-
disposal	dis@pəuzəl	1698	@d-ei@s-@p-eu@z-a@l-
dispose	dis@pəuz	1699	@d-ei@s-@p-eu@z-
disposed	di@spəuzd	1700	@d-ei@s-@p-eu@z-@d-
disposition	dispə@ziʃən	1701	@d-ei@s-@p-a@z-ei@sh-en
disproof	dispru:f	1702	@d-ei@s-@p-@rw-u@f-
disprove	dis@pru:v	1703	@d-ei@s-@p-@rw-u@v-
dispute	dis@pju:t	1704	@d-ei@s-@p-@y-u@t-
disregard	disri@ɡɑ:d	1705	@d-ei@s-@rw-ei@-a@d-
disrepute	disri@pju:t	1706	@d-ei@s-@rw-ei@p-@y-u@t-
disrupt	dis@rʌpt	1707	@d-ei@s-@rw-a@p-@t-
disruptive	dis@rʌptiv	1708	@d-ei@s-@rw-a@p-@t-ei@v-
dissect	di@sekt	1709	@d-ei@s-e@k-@t-
dissemble	di@sembl	1710	@d-ei@s-e@-@b-@l-
disseminate	di@semineit	1711	@d-ei@s-e@-@-ei@t-
dissent	di@sent	1712	@d-ei@s-@t-
dissertation	disə(:)@teiʃən	1713	@d-ei@s-a@-@-@-@t-ei@sh-en
dissident	disidənt	1714	@d-ei@s-ei@d-en@t-
dissimulate	di@simjuleit	1715	@d-ei@s-ei@-@y-u@l-ei@t-
dissipate	disipeit	1716	@d-ei@s-ei@p-ei@t-
dissociation	di@səusi@eiʃən	1717	@d-ei@s-eu@s-ei@-ei@sh-en
dissolute	disəlju:t	1718	@d-ei@s-a@l-@y-u@t-
dissolve	di@zɔlv	1719	@d-ei@z-eo@l-@v-
dissonant	disənənt	1720	@d-ei@s-en@-en@t-
dissuade	di@sweid	1721	@d-ei@s-@v-ei@d-
distant	distənt	1722	@d-ei@s-@t-en@t-
distend	dis@tend	1723	@d-ei@s-@t-@d-
distension	dis@tenʃən	1724	@d-ei@s-@t-@sh-en
distill	di@stil	1725	@d-ei@s-@t-ei@l-
distinct	dis@tiŋkt	1726	@d-ei@s-@t-ei@ng-@k-@t-
distinction	dis@tiŋkʃən	1727	@d-ei@s-@t-ei@ng-@k-@sh-en
distinctive	dis@tiŋktiv	1728	@d-ei@s-@t-ei@ng-@k-@t-ei@v-
distinguished	dis@tiŋɡwiʃt	1729	@d-ei@s-@t-ei@ng-@-@v-ei@sh-@t-
distort	dis@tɔ:t	1730	@d-ei@s-@t-eo@t-
distract	dis@trækt	1731	@d-ei@s-@t-@rw-e@k-@t-
distracted	dis@træktid	1732	@d-ei@s-@t-@rw-e@k-@t-ei@d-
distraught	dis@trɔ:t	1733	@d-ei@s-@t-@rw-eo@t-
distress	dis@tres	1734	@d-ei@s-@t-@rw-e@s-
distribute	dis@tribju(:)t	1735	@d-ei@s-@t-@rw-ei@b-@y-u@-@-@-@t-
district	distrikt	1736	@d-ei@s-@t-@rw-ei@k-@t-
ditty	diti	1737	@d-ei@t-ei
diurnal	dai@ə:nl	1738	@d-ai@-@l-
diva	di:və	1739	@d-ei@v-a
diver	daivə	1740	@d-ai@v-a
diverge	dai@və:dʒ	1741	@d-ai@v-a@d-@r-
divergent	dai@və:dʒənt	1742	@d-ai@v-a@d-@r-en@t-
diverse	dai@və:s	1743	@d-ai@v-a@s-
diversity	dai@və:siti	1744	@d-ai@v-a@s-ei@t-ei
divert	di@və:t	1745	@d-ei@v-a@t-
divest	dai@vest	1746	@d-ai@v-e@s-@t-
divestiture	dai@vestitʃə	1747	@d-ai@v-e@s-@t-ei@t-@sh-a
divine	di@vain	1748	@d-ei@v-
divulge	dai@vʌldʒ	1749	@d-ai@v-a@l-@d-@r-
docile	dəusail	1750	@d-eu@s-ai@l-
doctrinaire	dɔktri@neə	1751	@d-eo@k-@t-@rw-@-e@-a
doctrine	dɔktrin	1752	@d-eo@k-@t-@rw-
document	dɔkjumənt	1753	@d-eo@k-@y-u@-en@t-
dodder	dɔdə	1754	@d-eo@d-a
dodge	dɔdʒ	1755	@d-eo@d-@r-
doff	dɔf	1756	@d-eo@f-
dogged	dɔɡid	1757	@d-eo@-ei@d-
doggerel	dɔɡərəl	1758	@d-eo@-a@rw-a@l-
dogma	dɔɡmə	1759	@d-eo@-@-a
dogmatism	dɔɡmətizəm	1760	@d-eo@-@-a@t-ei@z-a@-
doldrums	dɔldrəmz	1761	@d-eo@l-@d-@rw-a@-@z-
doleful	dəulful	1762	@d-eu@l-@f-u@l-
dolorous	dɔlərəs	1763	@d-eo@l-a@rw-a@s-
dolt	dəult	1764	@d-eu@l-@t-
domain	dəu@mein	1765	@d-eu@-
dome	dəum	1766	@d-eu@-
domesticate	də@mestikeit	1767	@d-a@-e@s-@t-ei@k-ei@t-
domicile	dɔmisail	1768	@d-eo@-ei@s-ai@l-
dominant	dɔminənt	1769	@d-eo@-@-en@t-
dominate	dɔmineit	1770	@d-eo@-@-ei@t-
domination	dɔmi@neiʃən	1771	@d-eo@-@-ei@sh-en
donate	dəu@neit	1772	@d-@-ei@t-
donor	dəunə	1773	@d-@-a
doodle	du:dl	1774	@d-u@d-@l-
dormancy	dɔ:mənsi	1775	@d-eo@-en@s-ei
dormant	dɔ:mənt	1776	@d-eo@-en@t-
dorsal	dɔ:səl	1777	@d-eo@s-a@l-
dose	dəus	1778	@d-eu@s-
dossier	dɔsiei	1779	@d-eo@s-
dote	dəut	1780	@d-eu@t-
doting	dəutiŋ	1781	@d-eu@t-ei@ng-
dour	duə	1782	@d-o
douse	daus	1783	@d-ao@s-
down	daun	1784	@d-
downplay	daunplei	1785	@d-@p-@l-ei
downpour	daunpɔ:	1786	@d-@p-eo
down-to-earth	daun tə ə:θ	1787	@d-@-@t-a@-a@s-
doyen	dɔiən	1788	@d-eo@-en
drab	dræb	1789	@d-@rw-e@b-
draconian	drə@kəuniən	1790	@d-@rw-a@k-@-
draft	drɑ:ft	1791	@d-@rw-a@f-@t-
draftsmanship	drɑ:ftsmənʃip	1792	@d-@rw-a@f-@t-@s-@-en@sh-ei@p-
drain	drein	1793	@d-@rw-
drainage	dreinidʒ	1794	@d-@rw-@-ei@d-@r-
drastic	dræstik	1795	@d-@rw-e@s-@t-ei@k-
drawbridge	drɔ:@bridʒ	1796	@d-@rw-eo@b-@rw-ei@d-@r-
drawl	drɔ:l	1797	@d-@rw-eo@l-
dreary	driəri	1798	@d-@rw-ei@rw-ei
dregs	dreɡz	1799	@d-@rw-e@-@z-
drench	drentʃ	1800	@d-@rw-@t-@sh-
drenched	drentʃ	1801	@d-@rw-@t-@sh-
drill	dril	1802	@d-@rw-ei@l-
drivel	drivl	1803	@d-@rw-ei@v-@l-
drizzle	drizl	1804	@d-@rw-ei@z-@l-
drizzly	drizli	1805	@d-@rw-ei@z-@l-ei
droll	drəul	1806	@d-@rw-eu@l-
drone	drəun	1807	@d-@rw-
droop	dru:p	1808	@d-@rw-u@p-
droplet	drɔplit	1809	@d-@rw-eo@p-@l-ei@t-
dross	drɔs	1810	@d-@rw-eo@s-
drought	draut	1811	@d-@rw-ao@t-
drove	drəuv	1812	@d-@rw-eu@v-
drudgery	drʌdʒəri	1813	@d-@rw-a@d-@r-a@rw-ei
dual	dju(:)əl	1814	@d-@y-u@-@-@-a@l-
dubious	dju:bjəs	1815	@d-@y-u@b-@y-a@s-
duckling	dʌkliŋ	1816	@d-a@k-@l-ei@ng-
duct	dʌkt	1817	@d-a@k-@t-
duel	dju(:)əl	1818	@d-@y-u@-@-@-a@l-
duet	dju:@et	1819	@d-@y-u@-e@t-
dull	dʌl	1820	@d-a@l-
dummy	dʌmi	1821	@d-a@-ei
dune	dju:n	1822	@d-@y-
dupe	dju:p	1823	@d-@y-u@p-
duplicitous	dju@plisətəs	1824	@d-@y-u@p-@l-ei@s-a@t-a@s-
duplicity	dju(:)@plisiti	1825	@d-@y-u@-@-@-@p-@l-ei@s-ei@t-ei
duration	djuə@reiʃən	1826	@d-@y-o@rw-ei@sh-en
duress	djuə@res	1827	@d-@y-o@rw-e@s-
dutiful	dju:tiful	1828	@d-@y-u@t-ei@f-u@l-
dwarf	dwɔ:f	1829	@d-@v-eo@f-
dwelling	dweliŋ	1830	@d-@v-e@l-ei@ng-
dwindle	dwindl	1831	@d-@v-@d-@l-
dynamic	dai@næmik	1832	@d-@-e@-ei@k-
dynamo	dainəməu	1833	@d-@-a@-eu
dysfunctional	dis@fʌŋkʃənəl	1834	@d-ei@s-@f-a@ng-@k-@sh-en@-a@l-
dyslexia	dis@leksiə	1835	@d-ei@s-@l-e@k-@s-ei
dyspeptic	dis@peptik	1836	@d-ei@s-@p-e@p-@t-ei@k-
earnest	ə:nist	1837	@-@-ei@s-@t-
earplug	iəplʌɡ	1838	@-ei@p-@l-a@-
earring	iəriŋ	1839	@-ei@rw-ei@ng-
earshot	iəʃɔt	1840	@-ei@sh-eo@t-
earsplitting	iə@splitiŋ	1841	@-ei@s-@p-@l-ei@t-ei@ng-
earthly	ə:θli	1842	@-a@s-@l-ei
earthy	ə:θi	1843	@-a@s-ei
easel	i:zl	1844	@-ei@z-@l-
eavesdrop	i:vzdrɔp	1845	@-ei@v-@z-@d-@rw-eo@p-
ebb	eb	1846	@-e@b-
ebullience	i@bʌljəns	1847	@-ei@b-a@l-@y-en@s-
eccentric	ik@sentrik	1848	@-ei@k-@s-@t-@rw-ei@k-
eclectic	ek@lektik	1849	@-e@k-@l-e@k-@t-ei@k-
eclecticism	e@klektisizəm	1850	@-e@k-@l-e@k-@t-ei@s-ei@z-a@-
ecologist	i@kɔlədʒist	1851	@-ei@k-eo@l-a@d-@r-ei@s-@t-
economical	i:kə@nɔmikəl	1852	@-ei@k-en@-eo@-ei@k-a@l-
ecstasy	ekstəsi	1853	@-e@k-@s-@t-a@s-ei
ecstatic	eks@tætik	1854	@-e@k-@s-@t-e@t-ei@k-
eddy	edi	1855	@-e@d-ei
edifice	edifis	1856	@-e@d-ei@f-ei@s-
edify	edifai	1857	@-e@d-ei@f-ai
efface	i@feis	1858	@-ei@f-ei@s-
effervesce	efə@ves	1859	@-e@f-a@v-e@s-
effete	e@fi:t	1860	@-e@f-ei@t-
efficacious	efi@keiʃəs	1861	@-e@f-ei@k-ei@sh-a@s-
efficacy	efikəsi	1862	@-e@f-ei@k-a@s-ei
effluvia	i@flu:vjə	1863	@-ei@f-@l-u@v-@y-a
effrontery	e@frʌntəri	1864	@-e@f-@rw-@t-a@rw-ei
effulgent	i@fʌldʒənt	1865	@-ei@f-a@l-@d-@r-en@t-
egalitarian	i@ɡæli@teəriən	1866	@-ei@-e@l-ei@t-e@-a@rw-
egocentric	i:ɡəu@sentrik	1867	@-ei@-eu@s-@t-@rw-ei@k-
egotist	i:ɡəutist	1868	@-ei@-eu@t-ei@s-@t-
egregious	i@ɡri:dʒəs	1869	@-ei@-@rw-ei@d-@r-a@s-
egress	i:ɡres	1870	@-ei@-@rw-e@s-
elaborate	i@læbərət	1871	@-ei@l-e@b-a@rw-a@t-
elaboration	i@læbə@reiʃən	1872	@-ei@l-e@b-a@rw-ei@sh-en
elated	i@leitid	1873	@-ei@l-ei@t-ei@d-
elbow	elbəu	1874	@-e@l-@b-eu
elegy	elidʒi	1875	@-e@l-ei@d-@r-ei
elementary	eli@mentəri	1876	@-e@l-ei@-@t-a@rw-ei
elephantine	eli@fæntain	1877	@-e@l-ei@f-e@t-
elevate	eliveit	1878	@-e@l-ei@v-ei@t-
elicit	i@lisit	1879	@-ei@l-ei@s-ei@t-
eligible	elidʒəbl	1880	@-e@l-ei@d-@r-a@b-@l-
eliminate	i@limineit	1881	@-ei@l-ei@-@-ei@t-
elite	ei@li:t	1882	@-ei@l-ei@t-
ellipsis	i@lipsis	1883	@-ei@l-ei@p-@s-ei@s-
elliptical	i@liptikəl	1884	@-ei@l-ei@p-@t-ei@k-a@l-
elm	elm	1885	@-e@l-@-
elocution	elə@kju:ʃən	1886	@-e@l-a@k-@y-u@sh-en
elongate	i:lɔŋɡeit	1887	@-ei@l-eo@ng-@-ei@t-
eloquence	eləkwəns	1888	@-e@l-a@k-@v-en@s-
elucidate	i@lju:sideit	1889	@-ei@l-@y-u@s-ei@d-ei@t-
elude	i@lju:d	1890	@-ei@l-@y-u@d-
elusive	i@lju:siv	1891	@-ei@l-@y-u@s-ei@v-
emaciate	i@meiʃieit	1892	@-ei@-ei@sh-@t-
emaciation	i@meiʃi@eiʃən	1893	@-ei@-ei@sh-ei@-ei@sh-en
emanate	eməneit	1894	@-e@-en@-ei@t-
emancipate	i@mænsipeit	1895	@-ei@-e@s-ei@p-ei@t-
embargo	em@bɑ:ɡəu	1896	@-e@-@b-a@-eu
embarrass	im@bærəs	1897	@-ei@-@b-e@rw-a@s-
embed	im@bed	1898	@-ei@-@b-e@d-
embellish	im@beliʃ	1899	@-ei@-@b-e@l-ei@sh-
embezzlement	im@bezlmənt	1900	@-ei@-@b-e@z-@l-@-en@t-
emblematic	embli@mætik	1901	@-e@-@b-@l-ei@-e@t-ei@k-
embody	im@bɔdi	1902	@-ei@-@b-eo@d-ei
embolden	im@bəuldən	1903	@-ei@-@b-eu@l-@d-en
emboss	im@bɔs	1904	@-ei@-@b-eo@s-
embrace	im@breis	1905	@-ei@-@b-@rw-ei@s-
embroider	im@brɔidə	1906	@-ei@-@b-@rw-eo@d-a
emend	i@mend	1907	@-ei@-@d-
emergency	i@mə:dʒnsi	1908	@-ei@-a@d-@r-@s-ei
emigrate	emiɡreit	1909	@-e@-ei@-@rw-ei@t-
eminence	eminəns	1910	@-e@-@-en@s-
eminent	eminənt	1911	@-e@-@-en@t-
emissary	emisəri	1912	@-e@-ei@s-a@rw-ei
emit	i@mit	1913	@-ei@-ei@t-
emollient	i@mɔliənt	1914	@-ei@-eo@l-@t-
emote	i@məut	1915	@-ei@-eu@t-
empathy	empəθi	1916	@-e@-@p-a@s-ei
emphatic	im@fætik	1917	@-ei@-@f-e@t-ei@k-
empirical	em@pirikəl	1918	@-e@-@p-ei@rw-ei@k-a@l-
empiricism	em@pirisizəm	1919	@-e@-@p-ei@rw-ei@s-ei@z-a@-
empower	im@pauə	1920	@-ei@-@p-ao@-a
empyreal	empai@ri:əl	1921	@-e@-@p-ai@rw-ei@-a@l-
emulate	emjuleit	1922	@-e@-@y-u@l-ei@t-
emulsify	i@mʌlsifai	1923	@-ei@-a@l-@s-ei@f-ai
enact	i@nækt	1924	@-@-e@k-@t-
enamel	i@næməl	1925	@-@-e@-a@l-
enamored	i@næməd	1926	@-@-e@-a@d-
encapsulate	in@kæpsjuleit	1927	@-@k-e@p-@s-@y-u@l-ei@t-
enchant	in@tʃɑ:nt	1928	@-@t-@sh-@t-
enclosure	in@kləuʒə	1929	@-@k-@l-eu@r-a
encomiast	en@kəumiæst	1930	@-@k-eu@-ei@-e@s-@t-
encomium	en@kəumjəm	1931	@-@k-eu@-@y-a@-
encompass	in@kʌmpəs	1932	@-@k-a@-@p-a@s-
encounter	in@kauntə	1933	@-@k-@t-a
encroach	in@krəutʃ	1934	@-@k-@rw-eu@t-@sh-
encumber	in@kʌmbə	1935	@-@k-a@-@b-a
encyclopedia	en@saikləu@pi:diə	1936	@-@s-ai@k-@l-eu@p-ei@d-ei
endearing	in@diəriŋ	1937	@-@d-ei@rw-ei@ng-
endemic	en@demik	1938	@-@d-e@-ei@k-
endorse	in@dɔ:s	1939	@-@d-eo@s-
endow	in@dau	1940	@-@d-ao
endure	in@djuə	1941	@-@d-@y-o
enduring	in@djuəriŋ	1942	@-@d-@y-o@rw-ei@ng-
enervate	enə:veit	1943	@-@-a@v-ei@t-
enfeeble	in@fi:bl	1944	@-@f-ei@b-@l-
enfetter	en@fetə	1945	@-@f-e@t-a
enflame	en@fleim	1946	@-@f-@l-ei@-
engaged	in@ɡeidʒd	1947	@-@-ei@d-@r-@d-
engaging	in@ɡeidʒiŋ	1948	@-@-ei@d-@r-ei@ng-
engender	in@dʒendə	1949	@-@d-@r-@d-a
engrave	in@ɡreiv	1950	@-@-@rw-ei@v-
engross	in@ɡrəus	1951	@-@-@rw-eu@s-
engulf	in@ɡʌlf	1952	@-@-a@l-@f-
enhance	in@hɑ:ns	1953	@-@h-@s-
enjoin	in@dʒɔin	1954	@-@d-@r-
enlighten	in@laitn	1955	@-@l-ai@t-
enlightening	in@laitniŋ	1956	@-@l-ai@t-ei@ng-
enlist	in@list	1957	@-@l-ei@s-@t-
enliven	in@laivən	1958	@-@l-ai@v-en
enmesh	in@meʃ	1959	@-@-e@sh-
enmity	enmiti	1960	@-@-ei@t-ei
ennui	ɑ:nwi:	1961	@-@v-ei
enormity	i@nɔ:miti	1962	@-@-eo@-ei@t-ei
enormous	i@nɔ:məs	1963	@-@-eo@-a@s-
enrage	in@reidʒ	1964	@-@rw-ei@d-@r-
enrapture	in@ræptʃə	1965	@-@rw-e@p-@t-@sh-a
ensconce	in@skɔns	1966	@-@s-@k-@s-
ensemble	ɑ:n@sɑ:mbl	1967	@-@s-a@-@b-@l-
ensign	ensn	1968	@-@s-
ensue	in@sju:	1969	@-@s-@y-u
ensure	in@ʃuə	1970	@-@sh-o
entail	in@teil	1971	@-@t-ei@l-
entangle	in@tæŋɡl	1972	@-@t-e@ng-@-@l-
enterprise	entəpraiz	1973	@-@t-a@p-@rw-ai@z-
enthralling	in@θrɔ:liŋ	1974	@-@s-@rw-eo@l-ei@ng-
entice	in@tais	1975	@-@t-ai@s-
entirety	in@taiəti	1976	@-@t-ai@-a@t-ei
entitle	in@taitl	1977	@-@t-ai@t-@l-
entity	entiti	1978	@-@t-ei@t-ei
entrance	in@trɑ:ns	1979	@-@t-@rw-@s-
entrancing	in@trɑ:nsiŋ	1980	@-@t-@rw-@s-ei@ng-
entreat	in@tri:t	1981	@-@t-@rw-ei@t-
entreaty	in@tri:ti	1982	@-@t-@rw-ei@t-ei
entrée	ɔntrei	1983	@-@t-@rw-ei
entrepreneur	ɔntrəprə@nə:	1984	@-@t-@rw-a@p-@rw-en@-a
entrust	in@trʌst	1985	@-@t-@rw-a@s-@t-
entry	entri	1986	@-@t-@rw-ei
enumerate	i@nju:məreit	1987	@-@y-u@-a@rw-ei@t-
enunciate	i@nʌnsieit	1988	@-@-@s-@t-
environ	in@vaiərən	1989	@-@v-ai@-a@rw-en
envision	in@viʒən	1990	@-@v-ei@r-en
enzyme	enzaim	1991	@-@z-ai@-
epaulet	epəulet	1992	@-e@p-eu@l-e@t-
ephemeral	i@femərəl	1993	@-ei@f-e@-a@rw-a@l-
epic	epik	1994	@-e@p-ei@k-
epicure	epikjuə	1995	@-e@p-ei@k-@y-o
epidemic	epi@demik	1996	@-e@p-ei@d-e@-ei@k-
epidermis	epi@də:mis	1997	@-e@p-ei@d-a@-ei@s-
epigram	epiɡræm	1998	@-e@p-ei@-@rw-e@-
epilogue	epilɔɡ	1999	@-e@p-ei@l-eo@-
episodic	epi@sɔdik	2000	@-e@p-ei@s-eo@d-ei@k-
epitaph	epitɑ:f	2001	@-e@p-ei@t-a@f-
epithet	epiθet	2002	@-e@p-ei@s-e@t-
epitome	i@pitəmi	2003	@-ei@p-ei@t-a@-ei
epitomize	i@pitəmaiz	2004	@-ei@p-ei@t-a@-ai@z-
epoch	i:pɔk	2005	@-ei@p-eo@k-
equable	ekwəbl	2006	@-e@k-@v-a@b-@l-
equanimity	i:kwə@nimiti	2007	@-ei@k-@v-en@-ei@-ei@t-ei
equate	i@kweit	2008	@-ei@k-@v-ei@t-
equation	i@kweiʃən	2009	@-ei@k-@v-ei@sh-en
equator	i@kweitə	2010	@-ei@k-@v-ei@t-a
equilibrium	i:kwi@libriəm	2011	@-ei@k-@v-ei@l-ei@b-@rw-ei@-
equine	i:kwain	2012	@-ei@k-@v-
equity	ekwiti	2013	@-e@k-@v-ei@t-ei
equivalent	i@kwivələnt	2014	@-ei@k-@v-ei@v-a@l-en@t-
equivocate	i@kwivəkeit	2015	@-ei@k-@v-ei@v-a@k-ei@t-
equivocation	i@kwivə@keiʃən	2016	@-ei@k-@v-ei@v-a@k-ei@sh-en
eradicate	i@rædikeit	2017	@-ei@rw-e@d-ei@k-ei@t-
erase	i@reiz	2018	@-ei@rw-ei@z-
erasure	i@reiʒə	2019	@-ei@rw-ei@r-a
erect	i@rekt	2020	@-ei@rw-e@k-@t-
err	ə:	2021	@-a
errand	erənd	2022	@-e@rw-en@d-
erratic	i@rætik	2023	@-ei@rw-e@t-ei@k-
ersatz	eə@zɑ:tz	2024	@-e@-a@z-a@t-@z-
erstwhile	ə:stwail	2025	@-a@s-@t-@v-ai@l-
erudite	eru:dait	2026	@-e@rw-u@d-ai@t-
erupt	i@rʌpt	2027	@-ei@rw-a@p-@t-
escalate	eskəleit	2028	@-e@s-@k-a@l-ei@t-
escalation	eskə@leiʃən	2029	@-e@s-@k-a@l-ei@sh-en
escapism	is@keipizəm	2030	@-ei@s-@k-ei@p-ei@z-a@-
eschew	is@tʃu:	2031	@-ei@s-@t-@sh-u
esophagus	i(:)@sɔfəɡəs	2032	@-ei@-@-@-@s-eo@f-a@-a@s-
esoteric	esəu@terik	2033	@-e@s-eu@t-e@rw-ei@k-
espionage	espiənidʒ	2034	@-e@s-@p-@-ei@d-@r-
espousal	is@pəuzəl	2035	@-ei@s-@p-eu@z-a@l-
espouse	is@pauz	2036	@-ei@s-@p-ao@z-
espy	is@pai	2037	@-ei@s-@p-ai
essential	i@senʃəl	2038	@-ei@s-@sh-a@l-
estimable	estiməbl	2039	@-e@s-@t-ei@-a@b-@l-
estranged	i@streindʒd	2040	@-ei@s-@t-@rw-@d-@r-@d-
etch	etʃ	2041	@-e@t-@sh-
etching	etʃiŋ	2042	@-e@t-@sh-ei@ng-
eternal	i(:)@tə:nl	2043	@-ei@-@-@-@t-@l-
ethereal	i@θiəriəl	2044	@-ei@s-ei@rw-ei@l-
ethics	eθiks	2045	@-e@s-ei@k-@s-
ethnic	eθnik	2046	@-e@s-ei@k-
ethnology	eθ@nɔlədʒi	2047	@-e@s-eo@l-a@d-@r-ei
ethos	i:θɔs	2048	@-ei@s-eo@s-
